date;transaction_details;description;category;payment_method;withdrawal_amt;deposit_amt;user_id
2024-01-28;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;68.0;0.0;1
2024-01-28;Car Maintenance;Routine car maintenance;Transportation;Online banking;210.0;0.0;1
2024-01-28;Shopping;Shopping expenses;Shopping;Cash;190.0;0.0;1
2024-01-28;Planning;Fees for planning applications or permits;Other Expenses;Online banking;67.0;0.0;1
2024-01-29;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;244.0;0.0;1
2024-01-29;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;667.0;0.0;1
2024-01-29;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;82.0;0.0;1
2024-01-29;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;29.0;0.0;1
2024-01-29;Investment Returns;Returns from investment;Investment;Others;350.0;0.0;1
2024-01-29;Movie Tickets;Expenses for movie tickets;Entertainment;Online payment;40.0;0.0;1
2024-01-29;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;162.0;0.0;1
2024-01-29;Property Maintenance;;Other Expenses;Others;162.21;0.0;1
2024-01-30;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;107.0;0.0;1
2024-01-30;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;659.0;0.0;1
2024-01-30;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;193.0;0.0;1
2024-01-30;Grocery Shopping;Expenses for weekly grocery shopping;Groceries;Debit Card;230.0;0.0;1
2024-01-30;Health Insurance;Monthly health insurance premium;Insurance;Online banking;170.0;0.0;1
2024-01-30;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;914.0;0.0;1
2024-01-30;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;726.0;0.0;1
2024-01-31;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;905.0;0.0;1
2024-01-31;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;14.0;0.0;1
2024-01-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;257.0;0.0;1
2024-01-31;Dining Out;Expenses for dining out;Dining;Cash;95.0;0.0;1
2024-01-31;Travel;Travel expenses for vacation;Travel;Debit Card;1100.0;0.0;1
2024-01-31;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;644.0;0.0;1
2024-01-31;Parking Fines;Fines issued for parking violations;Other Expenses;Online payment;514.0;0.0;1
2024-02-01;Mortgages;Payments towards mortgage loans;Other Expenses;Direct debit;970.0;0.0;1
2024-02-01;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;87.0;0.0;1
2024-02-01;Fund Transfer From Bank Rakyat;Transfer of funds from Bank Rakyat;Income/Salary;Bank transfer;0.0;100000.0;1
2024-02-01;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;50000.0;1
2024-02-01;Nurseries;Fees for childcare services;Other Expenses;Direct debit;29.0;0.0;1
2024-02-01;Nurseries;Fees for childcare services;Other Expenses;Direct debit;533.0;0.0;1
2024-02-01;Internet Subscription;Monthly subscription fee for internet service;Utilities;Direct debit;60.0;0.0;1
2024-02-01;Shopping;Shopping expenses;Shopping;Cash;210.0;0.0;1
2024-02-01;Internet Subscription;Monthly subscription fee for internet service;Utilities;Direct debit;60.0;0.0;1
2024-02-01;Grocery Shopping;Expenses for weekly grocery shopping;Groceries;Debit Card;240.0;0.0;1
2024-02-02;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;89.0;0.0;1
2024-02-02;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;655.0;0.0;1
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;321.0;0.0;1
2024-02-02;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;912.0;0.0;1
2024-02-02;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;73.0;0.0;1
2024-02-02;Health Insurance;Monthly health insurance premium;Insurance;Online banking;165.0;0.0;1
2024-02-02;Movie Tickets;Expenses for movie tickets;Entertainment;Online payment;38.0;0.0;1
2024-02-02;Car Maintenance;Routine car maintenance;Transportation;Online banking;220.0;0.0;1
2024-02-02;Investment;Investment in stocks;Investment;Bank transfer;550.0;0.0;1
2024-02-03;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;586.0;0.0;1
2024-02-03;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;717.0;0.0;1
2024-02-03;Highways;Fees for maintenance and development of roads and highways;Government Services;Direct debit;55.0;0.0;1
2024-02-03;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;378.0;0.0;1
2024-02-03;Property Maintenance;;Other Expenses;Others;209.0;0.0;1
2024-02-03;Mobile Phone Bill;Monthly bill for mobile phone usage;Utilities;Online banking;45.0;0.0;1
2024-02-03;Grocery Shopping;Expenses for weekly grocery shopping;Groceries;Debit Card;245.0;0.0;1
2024-02-03;Electricity Bill;Monthly electricity utility bill;Utilities;Direct debit;75.0;0.0;1
2024-02-03;Bookstore;Purchase of books;Shopping;Debit Card;65.0;0.0;1
2024-02-04;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;4000.0;1
2024-02-04;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;243.0;0.0;1
2024-02-04;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;701.0;0.0;1
2024-02-04;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;58.0;0.0;1
2024-02-04;Housing Benefits Overpayments;Overpayments of housing benefits that need to be refunded;Debts/Overpayments;Cheque;892.0;0.0;1
2024-02-04;Investment;Investment in bonds;Investment;Bank transfer;600.0;0.0;1
2024-02-04;Dining Out;Expenses for dining out;Dining;Cash;88.0;0.0;1
2024-02-04;Health Insurance;Monthly health insurance premium;Insurance;Online banking;165.0;0.0;1
2024-02-04;Movie Tickets;Expenses for movie tickets;Entertainment;Online payment;37.0;0.0;1
2024-02-05;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;367.0;0.0;1
2024-02-05;Fund Transfer From Bank Islam;Transfer of funds from Bank Islam;Income/Salary;Bank transfer;0.0;20000.0;1
2024-02-05;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;485.0;0.0;1
2024-02-05;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;812.0;0.0;1
2024-02-05;Property Maintenance;;Other Expenses;Others;176.0;0.0;1
2024-02-05;Travel;Travel expenses for business trip;Travel;Debit Card;1200.0;0.0;1
2024-02-05;Utilities Deposit;Deposit for utilities bill correction;Utilities;Others;170.0;0.0;1
2024-02-05;Mobile Phone Bill;Monthly bill for mobile phone usage;Utilities;Online banking;43.0;0.0;1
2024-02-05;Shopping;Shopping expenses;Shopping;Cash;210.0;0.0;1
2024-02-06;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;42.0;0.0;1
2024-02-06;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Others;669.0;0.0;1
2024-02-06;Blue Badge;Charges for disabled parking permits (Blue Badge);Other Expenses;Online payment;124.0;0.0;1
2024-02-06;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;33.0;0.0;1
2024-02-06;Car Insurance;Annual car insurance premium;Insurance;Bank transfer;1350.0;0.0;1
2024-02-06;Dining Out;Expenses for dining out;Dining;Cash;92.0;0.0;1
2024-02-06;Gym Membership;Monthly membership fee for gym;Health & Fitness;Debit Card;80.0;0.0;1
2024-02-06;Utilities Deposit;Deposit for utilities bill correction;Utilities;Others;160.0;0.0;1
2024-02-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;8130.0;1
2024-02-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1200.0;1
2024-02-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1500.0;1
2024-02-07;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;1800.0;1
2024-02-07;Housing Rent;Rental payments for housing accommodations;Other Expenses;Direct debit;1100.0;0.0;1
2024-02-07;Salary;Monthly salary;Income/Salary;Bank transfer;0.0;5300.0;1
2024-02-07;Shopping;Shopping expenses;Shopping;Cash;220.0;0.0;1
2024-02-07;Car Insurance;Annual car insurance premium;Insurance;Bank transfer;1350.0;0.0;1
2024-02-07;Dining Out;Expenses for dining out;Dining;Cash;95.0;0.0;1
2024-02-08;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;895.0;0.0;1
2024-02-08;Parks and Countryside;Charges for access to parks and countryside facilities;Other Expenses;Cash;287.0;0.0;1
2024-02-08;Museums;Admission fees or charges for services provided by museums;Other Expenses;Cash;64.0;0.0;1
2024-02-08;Meals;Charges for meals;Other Expenses;Online payment;876.0;0.0;1
2024-02-08;Asset Regeneration;Charges related to the regeneration or redevelopment of assets;Other Expenses;Bank transfer;143.0;0.0;1
2024-02-08;Internet Subscription;Monthly subscription fee for internet service;Utilities;Direct debit;60.0;0.0;1
2024-02-08;Grocery Shopping;Expenses for weekly grocery shopping;Groceries;Debit Card;240.0;0.0;1
2024-02-08;Travel;Travel expenses for vacation;Travel;Debit Card;1050.0;0.0;1
2024-02-08;Investment Returns;Returns from investment;Investment;Others;320.0;0.0;1
2024-02-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;667.0;1
2024-02-09;Commercial/Market Rents;Rent payments for commercial or market spaces;Income/Salary;Bank transfer;0.0;870.0;1
2024-02-09;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;502.0;0.0;1
2024-02-09;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;799.0;0.0;1
2024-02-09;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;12.0;0.0;1
2024-02-09;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;315.0;0.0;1
2024-02-09;Home Ownership;;Other Expenses;Others;670.0;0.0;1
2024-02-09;Investment;Investment in stocks;Investment;Bank transfer;550.0;0.0;1
2024-02-09;Dining Out;Expenses for dining out;Dining;Cash;90.0;0.0;1
2024-02-09;School Fees;Fees for children's school;Education;Online banking;570.0;0.0;1
2024-02-09;Petrol;Fuel expenses for the car;Transportation;Debit Card;110.0;0.0;1
2024-02-09;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;176.0;0.0;1
2024-02-09;Property Maintenance;;Other Expenses;Others;38.0;0.0;1
2024-02-10;Sundry Debtors;Miscellaneous outstanding debts owed to the organization;Debts/Overpayments;Direct debit;734.0;0.0;1
2024-02-10;Entertainment Licences;Fees for licenses required for entertainment events;Other Expenses;Bank transfer;215.0;0.0;1
2024-02-10;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;172.0;0.0;1
2024-02-10;Business Rates;Taxes imposed on non-residential properties used for business purposes;Government Services;Online banking;50.0;0.0;1
2024-02-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;961.0;0.0;1
2024-02-10;Health Insurance;Monthly health insurance premium;Insurance;Online banking;170.0;0.0;1
2024-02-10;Movie Tickets;Expenses for movie tickets;Entertainment;Online payment;40.0;0.0;1
2024-02-10;Health Insurance;Monthly health insurance premium;Insurance;Online banking;165.0;0.0;1
2024-02-10;Shopping;Shopping expenses;Shopping;Cash;190.0;0.0;1
2024-02-10;Fleet Services;Fees for fleet vehicle maintenance and services.;Utilities;Credit card;115.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;342.0;0.0;1
2024-02-11;Council Tax;Local government tax levied on residential properties;Government Services;Direct debit;674.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;827.0;0.0;1
2024-02-11;Housing Repairs & Keys;Charges for repairs and replacement of keys for housing units;Other Expenses;Online payment;237.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;688.0;0.0;1
2024-02-11;Leeds Card;Charges related to the use of the Leeds Card loyalty program;Other Expenses;Card payment;736.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;12.0;0.0;1
2024-02-11;Nurseries;Fees for childcare services;Other Expenses;Direct debit;198.0;0.0;1
2024-02-11;Mobile Phone Bill;Monthly bill for mobile phone usage;Utilities;Online banking;48.0;0.0;1
2024-02-11;Shopping;Shopping expenses;Shopping;Cash;230.0;0.0;1
2024-02-11;Internet Subscription;Monthly subscription fee for internet service;Utilities;Direct debit;60.0;0.0;1
2024-02-11;Grocery Shopping;Expenses for weekly grocery shopping;Groceries;Debit Card;230.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;741.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;803.0;0.0;1
2024-02-11;Electoral & Local Land Charges;Charges for electoral and local land services;Government Services;Online banking;447.43;0.0;1
2024-02-11;Children's Services;Fees for various services provided to children, such as childcare or youth programs;Other Expenses;Direct debit;756.0;0.0;1
